id,parameter_set_id,source,qualifier,amount,units
138,41,Incentive,min,0.0000,$/kWh
321,132,Incentive,,250.0000,$/Unit
322,133,Incentive,,25.0000,$/Unit
323,134,Incentive,max,1500.0000,$
411,152,Incentive,,0.0000,$/kWh
412,152,Incentive,,800.0000,$/kW
413,152,Incentive,max,50.0000,"% of cost"
414,153,Incentive,,800.0000,$/kW
415,153,Incentive,,1250.0000,$/kW
416,153,Incentive,,0.0000,$/kWh
418,154,Incentive,max,75.0000,"% of cost"
419,154,Incentive,max,100000.0000,$
420,154,Incentive,max,10.0000,Years
453,167,Incentive,,0.0000,$/kWh
497,189,Incentive,,2.0000,$/W-DC
498,189,Incentive,max,15000.0000,$
499,190,Incentive,,1.0000,$/W-DC
500,190,Incentive,max,30000.0000,$
911,359,Incentive,max,6000.0000,$
912,359,Incentive,max,5.0000,Years
1213,451,Incentive,,75.0000,$/kW
1214,451,Incentive,,275.0000,$/kW
1215,451,Incentive,,0.0700,"$/kWh (1 year)"
1216,451,Incentive,max,1.0000,$
1343,79,System,,,
1567,676,Incentive,min,2500.0000,$/Unit
1568,676,Incentive,max,30000.0000,$
1607,692,Incentive,max,300.0000,$
1734,758,Incentive,,0.1500,$/kWh
1735,759,System,max,20.0000,kW
1736,760,System,max,50.0000,kW-AC
2077,969,Incentive,,50.0000,$/Unit
2078,970,Incentive,,15.0000,$/Unit
2079,971,Incentive,min,375.0000,$/Unit
2080,971,Incentive,max,475.0000,$
2081,972,Incentive,min,50.0000,$/Unit
2082,972,Incentive,max,170.0000,$
2083,973,Incentive,,20.0000,%
2084,973,Incentive,max,300.0000,$
2085,974,Incentive,min,70.0000,$/Unit
2086,974,Incentive,max,325.0000,$
2087,975,Incentive,,20.0000,%
2088,975,Incentive,max,40.0000,$
2089,976,Incentive,,1.0000,$/bulb
2090,976,System,max,20.0000,
2091,977,Incentive,,7.0000,$/lamp
2092,977,System,max,20.0000,
2489,109,Incentive,max,900000.0000,$
2490,109,Incentive,max,30.0000,"% of cost"
2502,1084,Incentive,,100.0000,%
2503,1085,Incentive,,150.0000,$/Unit
2504,1086,Incentive,,900.0000,$/Unit
2512,1094,Incentive,,1.2500,$/MWh
2549,1109,Incentive,,100.0000,$/Unit
2550,1110,Incentive,,500.0000,$/ton
2551,1111,Incentive,,300.0000,$/ton
2552,1112,Incentive,,30.0000,%
2553,1112,Incentive,max,500.0000,$
2554,1113,Incentive,min,200.0000,$/Unit
2555,1113,Incentive,max,400.0000,$
2558,1114,Incentive,,2250.0000,$/Unit
2559,1114,Incentive,max,50.0000,"% of cost"
2560,1103,Incentive,max,2250.0000,$
2561,1103,Incentive,max,50.0000,"% of cost"
2573,492,Incentive,,1000.0000,$/kW
2574,492,Incentive,max,3000.0000,$
2575,492,System,max,10.0000,kW
2576,493,Incentive,,1000.0000,$/kW
2577,493,Incentive,max,10000.0000,
2578,493,System,max,10.0000,kW
2657,1153,Incentive,min,250.0000,$/Unit
2658,1153,Incentive,max,450.0000,$
2659,1154,Incentive,,400.0000,$/Unit
2660,1155,Incentive,min,600.0000,$/Unit
2661,1155,Incentive,max,3000.0000,$
2662,1156,Incentive,max,250.0000,$
2663,1157,Incentive,,125.0000,$/Unit
2720,1166,Incentive,min,0.4500,"$/square foot"
2721,1167,Incentive,min,75.0000,$/ton
2722,1168,Incentive,,45.0000,$/ton
2723,1169,Incentive,,55.0000,$/ton
2724,1170,Incentive,,49.0000,$/ton
2746,1180,Incentive,,100.0000,%
2755,1186,Incentive,,100.0000,%
2756,1186,Incentive,max,5.0000,Years
2757,1186,System,max,1.0000,MW
2758,1187,Incentive,,50.0000,%
2759,1187,Incentive,max,5.0000,Years
2861,1265,Incentive,max,250.0000,$
2868,1271,Incentive,min,2.0000,$/Unit
2869,1271,Incentive,max,50.0000,$
2875,1277,Incentive,,50.0000,%
2876,1277,Incentive,max,8.0000,$
2877,1278,Incentive,,150.0000,$/Unit
2878,1279,Incentive,,250.0000,$/Unit
2879,1280,Incentive,,50.0000,$/Unit
2887,1283,Incentive,,600.0000,$/ton
2888,1284,Incentive,min,150.0000,$/ton
2889,1284,Incentive,max,350.0000,$
2894,1287,Incentive,,600.0000,$/ton
2895,1288,Incentive,min,100.0000,$/ton
2896,1288,Incentive,max,350.0000,$
3086,1362,Incentive,min,300.0000,$/Unit
3087,1362,Incentive,max,600.0000,$
3088,1363,Incentive,min,300.0000,$/Unit
3089,1363,Incentive,max,500.0000,$
3090,1364,Incentive,min,20.0000,$/Unit
3091,1364,Incentive,max,100.0000,$
3117,1383,Incentive,,500.0000,$/Unit
3293,1464,Incentive,min,25.0000,$/Unit
3294,1464,Incentive,max,50.0000,$
3295,1465,Incentive,min,150.0000,$/Unit
3296,1465,Incentive,max,400.0000,$
3297,1466,Incentive,min,10.0000,$/Unit
3298,1466,Incentive,max,20.0000,$
3299,1467,Incentive,,125.0000,$/Unit
3300,1468,Incentive,min,25.0000,$/Unit
3301,1468,Incentive,max,125.0000,$
3302,1469,Incentive,,100.0000,$/Unit
3303,1471,Incentive,min,75.0000,$/Unit
3304,1471,Incentive,max,100.0000,$
3305,1472,Incentive,min,200.0000,$/Unit
3306,1472,Incentive,max,300.0000,$
3307,1473,Incentive,,1.0000,$/Unit
3308,1474,Incentive,min,10.0000,$/Unit
3309,1474,Incentive,max,50.0000,$
3477,1535,Incentive,max,420.0000,$
3478,1536,Incentive,,100.0000,$/Unit
3479,1536,Incentive,max,500.0000,$
3480,1537,Incentive,min,0.0100,"$/square foot"
3481,1537,Incentive,max,500.0000,$
3482,1538,Incentive,min,570.0000,$/Unit
3483,1538,Incentive,max,3770.0000,$
3484,1539,Incentive,max,22500.0000,$
3485,1539,Incentive,,50.0000,%
3486,1540,Incentive,,250.0000,$/Unit
3487,1541,Incentive,,250.0000,$/Unit
3488,1542,Incentive,,500.0000,$/Unit
3489,1543,Incentive,,500.0000,$/Unit
3620,1588,Incentive,,25.0000,$/Unit
3621,1589,Incentive,,50.0000,$/Unit
3622,1590,Incentive,,25.0000,$/Unit
3623,1591,Incentive,min,20.0000,$/Unit
3624,1591,Incentive,max,50.0000,$
3625,1592,Incentive,,10.0000,$/Unit
3626,1593,Incentive,,25.0000,$/Unit
3627,1594,Incentive,,100.0000,$/Unit
3628,1595,Incentive,min,25.0000,$/Unit
3629,1595,Incentive,max,350.0000,$
3630,1596,Incentive,,200.0000,$/ton
3631,1597,Incentive,,250.0000,$/Unit
3632,1598,Incentive,,150.0000,$/Unit
3658,1620,Incentive,,100.0000,$/Unit
3659,1621,Incentive,,20.0000,$/Unit
3660,1622,Incentive,,300.0000,$/Unit
3698,162,System,max,3.0000,kW
3699,162,Incentive,,1.0000,$/kW
3703,1470,Incentive,,50.0000,$/Unit
3704,1475,Incentive,,50.0000,$/Unit
3705,1476,Incentive,max,600.0000,$
3706,1477,Incentive,,250.0000,$/Unit
3707,1478,Incentive,,1.0000,"$/square foot"
3708,1479,Incentive,,50.0000,$/Unit
3714,1654,Incentive,,30.0000,%
3715,1654,Incentive,max,2.0000,$
3723,157,Incentive,min,5.0000,%
3742,1660,Incentive,,500.0000,$/ton
3743,1661,Incentive,,0.5000,"$/square foot"
3744,1662,Incentive,,1.0000,$/Unit
3745,1662,System,min,2.0000,kW-DC
3746,1662,System,max,50.0000,kW
3807,1677,Incentive,max,477.0000,$
3809,1679,Incentive,,0.2000,$/gallon
3949,1749,Incentive,min,358.0000,$/kW
3950,1749,Incentive,min,115.0000,$/kWh
3951,1749,Incentive,max,420.0000,$
3956,164,Incentive,max,5000.0000,$
3957,165,Incentive,max,10000.0000,$
3958,1750,Incentive,,0.0900,$/kWh
3959,193,Incentive,,100.0000,%
3965,504,Incentive,,0.0900,"$/kWh (10 years)"
3966,504,Incentive,max,80.0000,"% of cost"
3967,504,System,max,200.0000,kW
3968,264,Incentive,,0.4800,$/kWh
3983,1700,Incentive,,125.0000,$/kW
3984,1700,Incentive,,0.0300,$/kWh
3985,1701,Incentive,,125.0000,$/kW
3986,1701,Incentive,,0.0600,$/kWh
3987,1702,Incentive,,175.0000,$/kW
3988,1702,Incentive,,0.0600,$/kWh
3989,1703,Incentive,,175.0000,$/kW
3990,1703,Incentive,,0.0400,$/kWh
3991,1704,Incentive,,150.0000,$/kW
3992,1704,Incentive,,0.0400,$/kWh
3993,1705,Incentive,,150.0000,$/kW
3994,1705,Incentive,,0.0600,$/kWh
3995,1755,Incentive,,125.0000,$/kW
3996,1755,Incentive,,0.0400,$/kWh
4003,1721,Incentive,,325.0000,$/kW
4004,1721,Incentive,,0.1200,$/kWh
4005,1722,Incentive,,265.0000,$/kW
4006,1722,Incentive,,0.0900,$/kWh
4007,1756,Incentive,,350.0000,$/kW
4008,1756,Incentive,,0.1600,$/kWh
4010,1757,Incentive,max,440.0000,$
4011,268,Incentive,,0.0600,$/kWh
4012,268,System,max,30.0000,kW
4013,1758,Incentive,,0.0900,$/kWh
4014,1758,System,min,30.0000,kW
4015,1758,System,max,200.0000,kW
4016,1759,Incentive,,0.0500,$/kWh
4017,1759,System,min,200.0000,kW
4018,1759,System,max,2000.0000,kW
4029,1762,Incentive,,0.2000,$/gallon
4051,51,System,max,150.0000,kW
4052,51,Incentive,,0.0000,$/kWh
4053,52,System,max,20.0000,kW
4054,52,Incentive,,0.0000,$/kW
4078,1782,Incentive,max,500000.0000,$
4079,1782,Incentive,max,10.0000,"% of cost"
4080,1783,Incentive,max,25000.0000,$
4081,1784,Incentive,,25.0000,%
4082,1785,Incentive,max,25000.0000,$
4083,1786,Incentive,max,750.0000,$
4113,1803,Incentive,max,999999.9999,$
4114,1803,Incentive,max,30.0000,"% of cost"
4155,1817,Incentive,,100.0000,%
4156,231,Incentive,min,0.0400,$/kWh
4157,1818,Incentive,,100.0000,%
4158,1819,Incentive,max,375.0000,$
4159,1819,Incentive,,0.1300,"$/square foot"
4165,1823,Incentive,,100.0000,%
4202,1836,Incentive,,25.0000,$/Unit
4203,1837,Incentive,,50.0000,%
4204,1837,Incentive,max,75.0000,$
4205,1838,Incentive,min,100.0000,$/Unit
4206,1838,Incentive,max,550.0000,$
4207,1839,Incentive,,150.0000,$/Unit
4208,1840,Incentive,,350.0000,$/Unit
4209,1841,Incentive,,50.0000,$/Unit
4214,1845,Incentive,,6.0000,%
4333,1860,Incentive,,50.0000,$/Unit
4334,1861,Incentive,,250.0000,$/Unit
4335,1862,Incentive,,750.0000,$/Unit
4336,1863,Incentive,,3.0000,"$/square foot"
4337,1864,Incentive,,30.0000,$/Unit
4338,1865,Incentive,,250.0000,$/Unit
4339,1866,Incentive,,50.0000,$/Unit
4376,1880,Incentive,,599.0000,$/Unit
4377,1881,Incentive,,100.0000,$/Unit
4388,1882,Incentive,max,600.0000,$
4389,1883,Incentive,max,400.0000,$
4430,1893,System,min,500.0000,W
4431,1893,System,max,50.0000,kW
4432,1893,Incentive,,0.1300,"$/kWh (10 years)"
4456,1129,Incentive,,0.0100,"$/kWh (10 years)"
4457,1129,System,min,1.0000,MW
4475,1905,Incentive,max,300.0000,$
4476,1906,Incentive,max,300.0000,$
4477,1907,Incentive,max,1600.0000,$
4478,1908,Incentive,max,50.0000,$
4516,1917,Incentive,max,4000.0000,$
4536,1928,Incentive,,300.0000,$/Unit
4537,1929,Incentive,,350.0000,$/Unit
4542,1932,Incentive,max,2500.0000,$
4543,1932,Incentive,max,50.0000,"% of cost"
4544,1933,Incentive,max,50.0000,"% of cost"
4545,1933,Incentive,max,5000.0000,$
4546,1934,Incentive,max,1500.0000,$
4547,1934,Incentive,max,50.0000,"% of cost"
4562,1937,Incentive,max,2500.0000,$
4641,1961,Incentive,,0.0400,$/kWh
4642,1961,Incentive,max,0.0600,$
4643,1961,Incentive,,0.4000,$/therm
4644,1961,Incentive,max,0.8000,$
4800,1938,Incentive,,0.7500,$/W-AC
4801,1938,Incentive,max,3500.0000,$
4802,1939,Incentive,,0.7500,$/W-AC
4803,1939,Incentive,max,10000.0000,$
4964,1991,Incentive,,250.0000,$/ton
4965,1992,Incentive,min,75.0000,$/Unit
4966,1992,Incentive,max,500.0000,$
4967,1993,Incentive,min,75.0000,$/Unit
4968,1993,Incentive,max,400.0000,$
4969,1994,Incentive,,250.0000,$/Unit
4970,1995,Incentive,min,300.0000,$/Unit
4971,1995,Incentive,max,500.0000,$
4972,1996,Incentive,,25.0000,$/Unit
4973,1997,Incentive,min,300.0000,$/Unit
4974,1997,Incentive,max,500.0000,$
4975,1998,Incentive,min,600.0000,$/Unit
4976,1998,Incentive,max,1000.0000,$
4977,1999,Incentive,,350.0000,$/Unit
4978,2000,Incentive,,100.0000,$/Unit
4979,2001,Incentive,,100.0000,$/Unit
4980,2002,Incentive,,300.0000,$/Unit
5051,2023,Incentive,max,1500.0000,$
5052,2024,Incentive,max,675.0000,$
5053,2025,Incentive,max,525.0000,$
5140,267,Incentive,,0.0500,$/kWh
5221,2049,Incentive,,1.0000,"$/first year kWh savings"
5222,2049,Incentive,max,200000.0000,$
5223,2050,Incentive,,1.5000,"$/first year kWh savings"
5224,2050,Incentive,max,200000.0000,$
5225,2051,Incentive,max,200000.0000,$
5226,2051,Incentive,,700.0000,$/ton
5227,2052,Incentive,,800.0000,$/ton
5228,2052,Incentive,max,200000.0000,$
5255,2061,Incentive,,1000.0000,$/Unit
5261,1570,Incentive,,35.0000,%
5262,1570,Incentive,max,2250.0000,$
5263,1571,Incentive,,35.0000,%
5264,1571,Incentive,max,250000.0000,$
5265,1572,Incentive,,35.0000,%
5266,1572,Incentive,max,5000.0000,$
5267,1573,Incentive,,35.0000,%
5268,1573,Incentive,max,500000.0000,$
5269,1574,Incentive,,25.0000,%
5270,1574,Incentive,max,1500.0000,$
5271,1575,Incentive,,25.0000,%
5272,1575,Incentive,max,500000.0000,$
5329,2082,Incentive,min,50.0000,$/Unit
5330,2082,Incentive,max,100.0000,$
5331,2083,Incentive,,110.0000,$/ton
5332,2083,Incentive,max,225.0000,$
5333,2084,Incentive,,50.0000,%
5334,2084,Incentive,max,250.0000,$
5335,2085,Incentive,,200.0000,$/Unit
5354,2094,Incentive,,0.0100,$/kW
5355,2094,Incentive,,0.3000,$/therm
5356,2095,Incentive,,1000.0000,$/Unit
5357,2095,Incentive,,0.0200,$/kWh
5383,2108,Incentive,,175.0000,$/kW
5384,2109,Incentive,,278.0000,$/kW
5385,2109,Incentive,max,477.0000,$
5390,135,System,min,500.0000,W
5391,135,System,max,50.0000,kW
5392,135,Incentive,,1000.0000,$/Unit
5393,135,Incentive,,0.0200,"$/kWh (10 years)"
5398,2111,System,min,500.0000,W
5399,2111,System,max,50.0000,kW
5400,2111,Incentive,,1000.0000,$/Unit
5401,2111,Incentive,,0.0200,$/kWh
5410,2110,System,min,500.0000,W
5411,2110,System,max,50.0000,kW
5412,2110,Incentive,,1000.0000,$/Unit
5413,2110,Incentive,,0.0200,$/kWh
5418,141,System,min,500.0000,W
5419,141,System,max,500.0000,kW
5420,141,Incentive,,1000.0000,$/Unit
5421,141,Incentive,,0.0000,"$/kWh (10 years)"
5422,2112,System,min,500.0000,W
5423,2112,System,max,50.0000,kW
5424,2112,Incentive,,1000.0000,$/Unit
5425,2112,Incentive,,0.0200,$/Unit
5426,2106,System,max,50.0000,kW
5427,2106,Incentive,,1000.0000,$/Unit
5428,2106,Incentive,,0.0200,$/kWh
5429,2106,System,min,500.0000,W
5438,2113,System,min,500.0000,W
5439,2113,System,max,50.0000,kW
5440,2113,Incentive,,1000.0000,$/Unit
5441,2113,Incentive,,0.0200,$/kWh
5460,2123,Incentive,,225.0000,$/kW
5461,2123,Incentive,,0.0200,$/kWh
5462,2124,Incentive,,0.0700,$/kWh
5463,2124,Incentive,,195.0000,$/kW
5464,2125,Incentive,,150.0000,$/kW
5465,2126,Incentive,,225.0000,$/kW
5466,2127,Incentive,,20.0000,$/Unit
5467,2128,Incentive,,50.0000,$/Unit
5468,2129,Incentive,,50.0000,$/Unit
5469,2130,Incentive,,200.0000,$/Unit
5543,2152,Incentive,min,700.0000,$/Unit
5544,2152,Incentive,max,800.0000,$
5545,2153,Incentive,max,800.0000,$
5546,2153,Incentive,min,600.0000,$/Unit
5547,2154,Incentive,,300.0000,$/Unit
5548,2155,Incentive,,500.0000,$/Unit
5590,350,Incentive,,100.0000,%
5594,2060,Incentive,,0.0400,$/kWh
5595,2060,System,min,50.0000,kW
5596,2060,System,max,1.0000,MW
5606,2059,Incentive,,0.0400,$/kWh
5607,2059,System,min,50.0000,kW
5608,2059,System,max,1.0000,MW
5609,2168,Incentive,,0.0400,$/kWh
5610,2168,System,min,50.0000,kW
5611,2168,System,max,1.0000,MW
5619,2174,Incentive,,0.0500,$/kWh
5620,2175,Incentive,,0.0300,$/kWh
5621,2175,Incentive,,1000.0000,$/Unit
5623,2176,Incentive,,1000.0000,$/Unit
5626,143,Incentive,,100.0000,%
5627,2177,Incentive,,25.0000,%
5686,2182,Incentive,min,100.0000,$/Unit
5687,2182,Incentive,max,200.0000,$
5688,2183,Incentive,,200.0000,$/Unit
5689,2184,Incentive,,150.0000,$/Unit
5690,2184,Incentive,,300.0000,$/Unit
5691,2185,Incentive,,150.0000,$/Unit
5692,2186,Incentive,,1.0000,$/Unit
5693,2187,Incentive,,25.0000,$/Unit
5696,2189,Incentive,,0.1000,$/W
5697,2189,Incentive,max,0.2000,$
5698,2189,Incentive,max,20.0000,$
5699,2188,Incentive,,375.0000,$/ton
5711,2190,Incentive,,500.0000,$/Unit
5712,2191,Incentive,,500.0000,$/Unit
5741,2216,Incentive,,242.0000,$/kW
5742,2216,Incentive,max,440.0000,$
5743,2216,Incentive,max,150.0000,$
5749,1898,Incentive,max,350.0000,$
5750,1899,Incentive,,300.0000,$/Unit
5751,1900,Incentive,max,250.0000,$
5752,1901,Incentive,max,175.0000,$
5764,2229,Incentive,,350.0000,$/Unit
5765,2229,Incentive,max,400.0000,$
5766,2230,System,,400.0000,
5767,2230,Incentive,max,600.0000,$
5768,2231,Incentive,,25.0000,%
5769,2231,Incentive,max,500.0000,$
5770,2232,Incentive,,0.0100,"$/square foot"
5771,2232,Incentive,max,500.0000,$
5772,2233,Incentive,,30.0000,%
5773,2233,Incentive,max,500.0000,$
6019,2296,Incentive,max,5.0000,$
6035,2297,Incentive,,0.1700,"$/kWh (20 years)"
6057,2007,Incentive,,18.5900,"$/therm displaced"
6058,2007,Incentive,max,2719.0000,$
6059,2008,Incentive,,14.5300,"$/therm displaced"
6060,2008,Incentive,max,100000.0000,$
6064,1273,Incentive,,25.0000,$/Unit
6065,1274,Incentive,,150.0000,$/ton
6066,1275,Incentive,,300.0000,$/ton
6078,1292,Incentive,max,20.0000,$
6084,1162,Incentive,,300.0000,$/ton
6085,1163,Incentive,min,150.0000,$/Unit
6086,1163,Incentive,max,300.0000,$
6087,1164,Incentive,,1000.0000,$/Unit
6175,2318,Incentive,,500.0000,$/Unit
6176,2319,Incentive,,50.0000,$/Unit
6177,2320,Incentive,,25.0000,$/Unit
6178,2321,Incentive,,50.0000,$/Unit
6179,2322,Incentive,max,70.0000,$
6180,2323,Incentive,,225.0000,$/Unit
6181,2324,Incentive,max,50.0000,
6182,2325,Incentive,max,475.0000,$
6183,2326,Incentive,max,275.0000,$
6184,2327,Incentive,,1200.0000,$/Unit
6238,2122,Incentive,min,0.0800,$/kWh
6239,2122,Incentive,max,0.2000,$
6240,2122,Incentive,min,125.0000,$/kW
6241,2122,Incentive,max,200.0000,$
6248,166,Incentive,min,1500.0000,$/Unit
6249,166,Incentive,max,2000.0000,$
6254,191,Incentive,,1.0500,$/W-DC
6255,191,Incentive,max,10500.0000,$
6256,191,System,max,10.0000,kW
6257,192,Incentive,,1.0000,$/W-DC
6258,192,System,max,25.0000,kW
6377,1174,Incentive,,0.0400,"$/kWh (10 years)"
6378,1174,System,min,50.0000,kW
6379,1174,System,max,1.0000,MW
6385,2342,Incentive,max,400.0000,$
6394,2343,Incentive,,560.0000,$/Unit
6395,2344,Incentive,,420.0000,$/Unit
6396,2345,Incentive,,450.0000,$/Unit
6397,2346,Incentive,,200.0000,$/Unit
6402,2339,Incentive,,60.0000,%
6403,2340,Incentive,,0.0800,$/kWh
6404,2340,Incentive,,200.0000,$/kW
6406,2351,Incentive,,450.0000,$/Unit
6443,2362,Incentive,,0.0400,$/kWh
6444,2362,System,min,50.0000,kW
6445,2362,System,max,20.0000,MW
6446,2362,Incentive,max,20.0000,Years
6447,363,System,min,50.0000,kW
6448,363,System,max,20.0000,MW
6449,363,Incentive,max,20.0000,Years
6450,363,Incentive,,0.0400,$/kWh
6460,2366,Incentive,,0.0400,$/kWh
6461,2366,System,min,50.0000,kW
6462,2366,System,max,20.0000,MW
6463,2366,Incentive,max,20.0000,Years
6468,2361,Incentive,,0.0400,$/kWh
6469,2361,System,min,50.0000,kW
6470,2361,System,max,20.0000,MW
6471,2361,Incentive,max,20.0000,Years
6473,2367,Incentive,,0.0400,$/kWh
6474,2367,Incentive,max,20.0000,Years
6475,2367,System,min,50.0000,kW
6476,2367,System,max,20.0000,MW
6485,2369,Incentive,,0.0400,$/kWh
6486,2369,System,min,50.0000,kW
6487,2369,System,max,20.0000,MW
6488,2369,Incentive,max,20.0000,Years
6489,2370,Incentive,,0.0400,$/kWh
6490,2370,System,min,50.0000,kW
6491,2370,System,max,20.0000,MW
6492,2370,Incentive,max,20.0000,Years
6493,2371,Incentive,max,,
6508,2373,Incentive,,0.0600,$/kWh
6509,2373,Incentive,,175.0000,$/kW
6510,2374,Incentive,,250.0000,$/kW
6511,2374,Incentive,,0.0800,$/kWh
6512,2375,Incentive,,250.0000,$/kW
6513,2375,Incentive,,0.0900,$/kWh
6514,2376,Incentive,,150.0000,$/kW
6515,2377,Incentive,,225.0000,$/kW
6516,2378,Incentive,,0.0400,$/kWh
6517,2378,System,max,200.0000,kW
6518,2379,Incentive,,150.0000,$/Unit
6519,2380,Incentive,,75.0000,$/Unit
6520,2380,Incentive,max,800.0000,$
6541,431,Incentive,min,25.0000,%
6542,431,Incentive,min,35.0000,%
6543,431,Incentive,max,10.0000,Years
6544,431,Incentive,max,100000.0000,$
6545,1188,Incentive,,100.0000,%
6546,1188,Incentive,max,10.0000,Years
6547,1188,Incentive,max,20000.0000,$
6548,1188,Incentive,max,100000.0000,$
6561,2384,Incentive,,0.0900,$/kWh
6589,2392,Incentive,,50.0000,%
6590,2392,Incentive,max,400.0000,$
6615,1506,Incentive,,25.0000,$/Unit
6616,1507,Incentive,,150.0000,$/Unit
6617,1508,Incentive,,150.0000,$/Unit
6618,1509,Incentive,,150.0000,$/Unit
6619,1510,Incentive,,15.0000,$/Unit
6620,1511,Incentive,,250.0000,$/Unit
6621,1492,Incentive,min,15.0000,$/Unit
6622,1492,Incentive,max,25.0000,$
6623,1493,Incentive,,15.0000,$/Unit
6624,1494,Incentive,min,25.0000,$/Unit
6625,1494,Incentive,max,150.0000,$
6626,1495,Incentive,,150.0000,$/Unit
6627,1496,Incentive,min,75.0000,$/Unit
6628,1496,Incentive,max,150.0000,$
6629,1497,Incentive,,15.0000,$/Unit
6630,1498,Incentive,min,3.5000,$/lamp
6631,1498,Incentive,max,5.5000,$
6639,1519,Incentive,min,200.0000,
6640,1519,Incentive,max,300.0000,$
6641,1520,Incentive,min,500.0000,$/Unit
6642,1520,Incentive,max,900.0000,$
6643,1521,Incentive,,10.0000,$/Unit
6644,1522,Incentive,,75.0000,$/Unit
6645,1523,Incentive,,100.0000,$/Unit
6646,1488,Incentive,min,35.0000,$/Unit
6647,1488,Incentive,max,150.0000,$
6648,1489,Incentive,min,1.0000,$/BTU
6649,1489,Incentive,max,2.0000,$
6650,1490,Incentive,,1.7500,$/BTU
6651,1490,Incentive,max,350.0000,$
6652,2400,Incentive,,500.0000,$/Unit
6653,1171,Incentive,,0.3400,$/kWh
6654,1171,Incentive,max,1000.0000,$
6655,2401,Incentive,,450.0000,$/Unit
6656,2402,Incentive,,0.0100,$/BTU
6657,2402,System,max,600.0000,
6659,2404,Incentive,max,700.0000,$
6660,2405,Incentive,max,550.0000,$
6661,2406,Incentive,,0.3500,"$/square foot"
6662,2407,Incentive,,1.0000,"$/square foot"
6663,2385,Incentive,max,999999.9999,$
6664,2386,Incentive,,0.2800,"$/first year kWh savings"
6665,2387,Incentive,,200.0000,$/ton
6666,2388,Incentive,,50.0000,$/horsepower
6667,2389,Incentive,,0.2800,"$/first year kWh savings"
6669,1935,Incentive,max,50.0000,"% of cost"
6670,1935,Incentive,max,5000.0000,$
6671,1936,Incentive,max,1500.0000,$
6672,1936,Incentive,max,50.0000,"% of cost"
6718,2420,Incentive,,25.0000,$/Unit
6736,996,Incentive,min,800.0000,$/ton
6737,996,Incentive,max,1600.0000,$
6738,997,Incentive,min,50.0000,$/Unit
6739,997,Incentive,max,500.0000,$
6740,998,Incentive,min,20.0000,$/Unit
6741,998,Incentive,max,650.0000,$
6742,999,Incentive,,50.0000,%
6743,1000,Incentive,min,20.0000,$/Unit
6744,1000,Incentive,max,40.0000,$
6745,1001,Incentive,,10.0000,$/Unit
6746,1002,Incentive,min,300.0000,$/Unit
6747,1002,Incentive,max,600.0000,$
6748,1003,Incentive,,70.0000,%
6749,1003,Incentive,max,5000.0000,$
6750,1004,Incentive,,70.0000,%
6751,1004,Incentive,max,1500.0000,$
6752,1005,Incentive,min,25.0000,$/Unit
6753,1005,Incentive,max,200.0000,$
6754,1006,Incentive,min,7.0000,$/ton
6755,1006,Incentive,max,25.0000,$
6791,2431,Incentive,,150.0000,$/kW
6792,2431,Incentive,,0.0800,$/kWh
6793,2432,Incentive,,477.0000,$/kW
6794,2432,Incentive,,0.1400,$/kWh
6795,2433,Incentive,,250.0000,$/kW
6796,2433,Incentive,,0.0700,$/kWh
6797,2434,Incentive,,160.0000,$/kW
6798,2434,Incentive,,0.0600,$/kWh
6799,2435,Incentive,,300.0000,$/kW
6800,2435,Incentive,,0.1000,$/kWh
6801,2436,Incentive,,180.0000,$/kW
6802,2436,Incentive,,0.1000,$/kWh
6803,2437,Incentive,,500.0000,$/kW
6804,2437,Incentive,,0.1600,$/kWh
6805,2438,Incentive,,420.0000,$/kW
6806,2438,Incentive,,0.1500,$/kWh
6807,2439,Incentive,,450.0000,$/kW
6808,2439,Incentive,,0.1500,$/kWh
6809,2440,Incentive,,160.0000,$/kW
6810,2440,Incentive,,0.0600,$/kWh
6811,2441,Incentive,,280.0000,$/kW
6812,2441,Incentive,,0.0900,$/kWh
6813,2442,Incentive,,340.0000,$/kW
6814,2442,Incentive,,0.1100,$/kWh
6815,2443,Incentive,,325.0000,$/kW
6816,2443,Incentive,,0.1000,$/kWh
6817,2444,Incentive,,360.0000,$/kW
6818,2444,Incentive,,0.1100,$/kWh
6819,2445,Incentive,min,800.0000,$/Unit
6820,2445,Incentive,max,1.0000,$
6821,2446,Incentive,,5.0000,$/Unit
6877,183,Incentive,min,1.0000,%
6878,183,Incentive,max,10.0000,"% of cost"
6879,2447,Incentive,,750.0000,$/Unit
6880,2447,Incentive,max,1500.0000,$
6881,2448,Incentive,,0.4000,"$/first year kWh savings"
6882,2448,Incentive,max,1000.0000,$
6900,2456,Incentive,min,0.0600,$/kWh
6901,2456,Incentive,min,0.6000,$/therm
6904,2457,Incentive,max,3500.0000,$
6905,2457,Incentive,,30.0000,"$/square foot"
6913,2461,Incentive,,600.0000,$/Unit
6981,2469,Incentive,,250.0000,$/Unit
7011,2474,Incentive,min,1.0000,%
7012,2474,Incentive,max,5.0000,"% of cost"
7090,2511,Incentive,,500.0000,$/Unit
7109,2520,Incentive,max,250.0000,$
7110,2521,Incentive,min,2.0000,$/Unit
7111,2521,Incentive,max,50.0000,$
7221,2550,Incentive,,1500.0000,$/Unit
7222,2551,Incentive,,25.6400,"$/therm displaced"
