id,parameter_set_id,source,qualifier,amount,units
19180,4870,Incentive,min,20.0000,$/ton
19181,4870,Incentive,max,70.0000,$/ton
19182,4871,Incentive,,80.0000,$/ton
19183,4872,Incentive,min,20.0000,$/ton
19184,4872,Incentive,max,30.0000,$/ton
19185,4873,Incentive,min,25.0000,$/Unit
19186,4873,Incentive,max,65.0000,$/Unit
19187,4874,Incentive,min,8.0000,$/motor
19188,4874,Incentive,max,475.0000,$/motor
19189,4875,Incentive,,90.0000,$/horsepower
19190,4876,Incentive,min,75.0000,$/Unit
19191,4876,Incentive,max,400.0000,$/Unit
19192,4877,Incentive,min,300.0000,
19193,4877,Incentive,max,1500.0000,
19194,4878,Incentive,min,0.5000,$/Unit
19195,4878,Incentive,max,125.0000,$/Unit
19196,4879,Incentive,min,10.0000,$/Unit
19197,4879,Incentive,max,15.0000,$/Unit
19198,4880,Incentive,,45.0000,$/Unit
19199,4881,Incentive,,90.0000,$/horsepower
19200,4882,Incentive,min,35.0000,$/Unit
19201,4882,Incentive,max,120.0000,$/Unit
19202,4883,Incentive,min,30.0000,$/Unit
19203,4883,Incentive,max,150.0000,$/Unit
19204,4884,Incentive,,1000.0000,$
19213,2787,Incentive,max,150.0000,$/Unit
19214,2788,Incentive,,0.1900,"$/square foot"
19215,2788,Incentive,max,200.0000,$
19216,2790,Incentive,,2.0000,"$/square foot"
19217,2790,Incentive,max,400.0000,$
19234,4893,Incentive,,4.0000,$/Unit
19235,4894,Incentive,min,750.0000,$/MBTUh
19236,4894,Incentive,max,3500.0000,$/MBTUh
19237,4895,Incentive,,200.0000,$/Unit
19238,4896,Incentive,min,80.0000,$
19239,4896,Incentive,max,120.0000,$
19240,4897,Incentive,,100.0000,$/Unit
19241,4898,Incentive,min,3.0000,"$/linear foot"
19242,4898,Incentive,max,5.0000,"$/linear foot"
19243,4899,Incentive,min,250.0000,$/MBTUh
19244,4899,Incentive,max,750.0000,$/MBTUh
19245,4899,Incentive,max,2000.0000,$
19246,4900,Incentive,,4.0000,$/Unit
19247,4901,Incentive,,25.0000,"% of cost"
19248,4901,Incentive,max,10000.0000,$
19249,4902,Incentive,,300.0000,$
19250,4903,Incentive,,100.0000,$
19251,4904,Incentive,,70.0000,$
19252,4905,Incentive,,20.0000,"% of cost"
19253,4905,Incentive,max,300.0000,$
19377,4927,Incentive,min,1.0000,$/lamp
19378,4927,Incentive,max,3.0000,$/lamp
19379,4927,Incentive,min,350.0000,$/kW
19380,4927,Incentive,max,525.0000,$/kW
19381,4928,Incentive,min,12.0000,$/Unit
19382,4928,Incentive,max,20.0000,$/Unit
19383,4929,Incentive,min,25.0000,$/fixture
19384,4929,Incentive,max,40.0000,$/fixture
19385,4930,Incentive,min,300.0000,$/Unit
19386,4930,Incentive,max,1500.0000,$/Unit
19387,4931,Incentive,min,200.0000,$/Unit
19388,4931,Incentive,max,300.0000,$/Unit
19389,4932,Incentive,min,30.0000,$/motor
19390,4932,Incentive,max,40.0000,$/motor
19391,4933,Incentive,,90.0000,$/Unit
19392,4934,Incentive,min,50.0000,$/Unit
19393,4934,Incentive,max,200.0000,$/Unit
19394,4935,Incentive,,150.0000,$/Unit
19395,4936,Incentive,,225.0000,$/Unit
19396,4937,Incentive,min,25.0000,$/Unit
19397,4937,Incentive,max,50.0000,$/Unit
19398,4938,Incentive,,55.0000,$/Unit
19399,4940,Incentive,,50.0000,$/Unit
19400,4942,Incentive,,150.0000,$/Unit
19401,4943,Incentive,,50.0000,$/Unit
19402,4944,Incentive,min,2.0000,$/Unit
19403,4944,Incentive,max,3.5000,$/Unit
19404,4945,Incentive,min,0.0500,$/kWh
19405,4945,Incentive,max,0.2200,$/kWh
19406,4946,Incentive,min,5.0000,$/ton
19407,4946,Incentive,max,18.0000,$/ton
19408,111,Incentive,min,50.0000,$/Unit
19409,111,Incentive,max,60.0000,$/Unit
19410,112,Incentive,,35.0000,$/Unit
19411,113,Incentive,min,50.0000,$/Unit
19412,113,Incentive,max,370.0000,$/Unit
19413,4947,Incentive,,200.0000,$/ton
19414,4947,Incentive,,150.0000,$/Unit
19415,4948,Incentive,min,50.0000,$/Unit
19416,4948,Incentive,max,110.0000,$/Unit
19417,4949,Incentive,,50.0000,"% of cost"
19418,4949,Incentive,max,10.0000,$/Unit
19419,4950,Incentive,,30.0000,"% of cost"
19420,4950,Incentive,max,800.0000,$
19421,4951,Incentive,,30.0000,"% of cost"
19422,4951,Incentive,max,160.0000,$
19423,4952,Incentive,,30.0000,"% of cost"
19424,4952,Incentive,max,40.0000,$
19425,4953,Incentive,min,200.0000,$
19426,4953,Incentive,max,1200.0000,$
19427,4954,Incentive,min,400.0000,$
19428,4954,Incentive,max,700.0000,$
19429,4955,Incentive,,300.0000,$/ton
19430,4956,Incentive,,450.0000,$
19431,4957,Incentive,,25.0000,$
19432,4958,Incentive,,400.0000,$
19433,4959,Incentive,,200.0000,$
19434,4960,Incentive,,100.0000,$
19435,4961,Incentive,,70.0000,$
19436,4962,Incentive,,15.0000,$
19437,4963,Incentive,,10.0000,$
19438,4964,Incentive,,50.0000,$
19474,16,Incentive,,50.0000,$/Unit
19475,17,Incentive,,50.0000,$
19476,18,Incentive,min,150.0000,$/Unit
19477,18,Incentive,max,2100.0000,$
19478,19,Incentive,max,300.0000,$
19479,19,Incentive,min,0.1250,"$/square foot"
19480,19,Incentive,max,0.4000,"$/square foot"
19481,20,Incentive,min,300.0000,$
19482,20,Incentive,max,550.0000,$
19483,4967,Incentive,,450.0000,$/Unit
19484,4968,Incentive,min,500.0000,$/Unit
19485,4968,Incentive,max,675.0000,$/Unit
19486,4969,Incentive,min,100.0000,$/Unit
19487,4969,Incentive,max,200.0000,$/Unit
19488,4970,Incentive,min,305.0000,$/Unit
19489,4970,Incentive,max,2100.0000,$/Unit
19501,27,Incentive,,100.0000,$/Unit
19502,28,Incentive,,75.0000,$/Unit
19503,29,Incentive,,75.0000,$/Unit
19504,30,Incentive,,250.0000,$/Unit
19505,31,Incentive,,25.0000,$/Unit
19506,32,Incentive,max,1000.0000,$
19507,32,Incentive,,0.1000,"$/square foot"
19508,4971,Incentive,,450.0000,$
19509,4972,Incentive,,100.0000,$/kW
19510,4972,Incentive,max,5000.0000,$
19511,4973,Incentive,,350.0000,$/Unit
19512,106,Incentive,,100.0000,$/Unit
19513,107,Incentive,,50.0000,$/Unit
19514,108,Incentive,,75.0000,$/Unit
19515,4974,Incentive,min,50.0000,$/Unit
19516,4974,Incentive,max,100.0000,$/Unit
19517,4975,Incentive,,100.0000,$/Unit
19518,93,Incentive,,50.0000,$/Unit
19519,94,Incentive,,100.0000,$/Unit
19520,95,Incentive,,25.0000,$/Unit
19521,96,Incentive,,25.0000,%
19522,96,Incentive,max,300.0000,$
19523,4976,Incentive,min,50.0000,$/Unit
19524,4976,Incentive,max,100.0000,$/Unit
19525,4977,Incentive,min,25.0000,$/Unit
19526,4977,Incentive,max,150.0000,$/Unit
19527,4978,Incentive,min,15.0000,$/Unit
19528,4978,Incentive,max,40.0000,$/Unit
19529,4979,Incentive,min,25.0000,$/Unit
19530,4979,Incentive,max,40.0000,$/Unit
19531,4980,Incentive,min,25.0000,$/Unit
19532,4980,Incentive,max,40.0000,$/Unit
19533,4981,Incentive,min,25.0000,$/Unit
19534,4981,Incentive,max,725.0000,$/Unit
19535,4982,Incentive,,50.0000,"% of cost"
19536,4982,Incentive,max,10.0000,$/bulb
19537,4982,Incentive,max,25.0000,$/fixture
19538,4983,Incentive,,50.0000,"% of cost"
19539,4983,Incentive,max,15.0000,$/bulb
19540,4983,Incentive,max,25.0000,$/fixture
19541,4984,Incentive,,125.0000,$/motor
19542,4985,Incentive,min,100.0000,$/Unit
19543,4985,Incentive,max,725.0000,$/Unit
19544,4986,Incentive,,200.0000,$/ton
19545,4987,Incentive,min,150.0000,$
19546,4987,Incentive,max,200.0000,$
19547,4988,Incentive,min,0.1000,"$/square foot"
19548,4988,Incentive,max,0.1500,"$/square foot"
19549,4988,Incentive,max,50.0000,"% of cost"
19550,4989,Incentive,min,100.0000,$/Unit
19551,4989,Incentive,max,300.0000,$/Unit
19552,4990,Incentive,,25.0000,$/Unit
19553,4991,Incentive,,200.0000,$
19554,4992,Incentive,min,50.0000,$/Unit
19555,4992,Incentive,max,250.0000,$/Unit
19556,4993,Incentive,,15.0000,$/Unit
19557,4994,Incentive,min,15.0000,$/Unit
19558,4994,Incentive,max,25.0000,$/Unit
19559,4995,Incentive,,0.5000,$/W
19560,4995,Incentive,max,5000.0000,$
19561,4996,Incentive,,15.0000,"$/square foot"
19562,4996,Incentive,max,1200.0000,$
19563,173,Incentive,,20.0000,"$/square foot"
19564,173,Incentive,max,2.0000,$
19575,61,Incentive,,200.0000,$/ton
19576,62,Incentive,,50.0000,$/Unit
19577,62,Incentive,max,6.0000,
19578,63,Incentive,,100.0000,$/Unit
19579,64,Incentive,,40.0000,$/horsepower
19580,65,Incentive,,50.0000,$/Unit
19581,4997,Incentive,,300.0000,"$/kW peak demand reduction"
19582,4997,Incentive,,0.0100,"$/kWh (1 year)"
19583,4998,Incentive,min,45.0000,$/ton
19584,4998,Incentive,max,140.0000,$/ton
19585,4999,Incentive,min,40.0000,$/ton
19586,4999,Incentive,max,55.0000,$/ton
19587,5000,Incentive,min,75.0000,$/motor
19588,5000,Incentive,max,1000.0000,$/motor
19589,5001,Incentive,min,30.0000,$/Unit
19590,5001,Incentive,max,35.0000,$/Unit
19591,5002,Incentive,min,15.0000,$/Unit
19592,5002,Incentive,max,25.0000,$/Unit
19593,5003,Incentive,,50.0000,$/Unit
19594,5004,Incentive,min,5.0000,$/Unit
19595,5004,Incentive,max,250.0000,$/Unit
19596,5005,Incentive,min,90.0000,$/Unit
19597,5005,Incentive,max,1000.0000,$/Unit
19598,5006,Incentive,min,200.0000,$/Unit
19599,5006,Incentive,max,1000.0000,$/Unit
19600,5007,Incentive,min,5.0000,$/Unit
19601,5007,Incentive,max,175.0000,$/Unit
19602,5008,Incentive,min,10.0000,$/Unit
19603,5008,Incentive,max,40.0000,$/Unit
19604,5009,Incentive,min,10.0000,$/Unit
19605,5009,Incentive,max,185.0000,$/Unit
19606,5010,Incentive,,50.0000,"% of cost"
19607,5010,Incentive,max,5000.0000,$
19644,1809,Incentive,,250.0000,"$/kWh (1 year)"
19645,1810,Incentive,,35.0000,$/Unit
19646,1811,Incentive,,0.2000,$/W
19647,1812,Incentive,max,150.0000,$
19648,1813,Incentive,,60.0000,$/horsepower
19649,1814,Incentive,,0.0800,"$/kWh (1 year)"
19652,5015,Incentive,,100.0000,$/ton
19653,5016,Incentive,,0.0850,"$/first year kWh savings"
19654,5017,Incentive,min,35.0000,$/ton
19655,5017,Incentive,max,200.0000,$/ton
19656,5018,Incentive,min,25.0000,$/ton
19657,5018,Incentive,max,65.0000,$/ton
19658,5019,Incentive,min,15.0000,$/ton
19659,5019,Incentive,max,40.0000,$/ton
19660,5020,Incentive,,30.0000,$/horsepower
19661,5020,Incentive,max,50000.0000,$
19662,5021,Incentive,min,0.5000,$/Unit
19663,5021,Incentive,max,130.0000,$/Unit
19664,5022,Incentive,min,6.0000,$/Unit
19665,5022,Incentive,max,40.0000,$/Unit
19666,5023,Incentive,min,5.0000,$/Unit
19667,5023,Incentive,max,50.0000,$/Unit
19668,5024,Incentive,max,50.0000,"% of cost"
19669,36,System,min,0.5000,kW
19670,36,System,max,25.0000,kW
19671,36,Incentive,max,0.0200,"$/kWh (10 years)"
19672,36,Incentive,min,0.0100,"$/kWh (20 years)"
19673,37,System,min,25.1000,kW
19674,37,System,max,500.0000,kW
19675,37,Incentive,,0.0500,"$/kWh (20 years)"
19739,4885,Incentive,min,200.0000,$
19740,4885,Incentive,max,500.0000,$
19741,4886,Incentive,,200.0000,$
19742,4887,Incentive,min,45.0000,$
19743,4887,Incentive,max,300.0000,$
19744,4888,Incentive,,30.0000,$
19745,4889,Incentive,,45.0000,$
19746,4890,Incentive,min,125.0000,$
19747,4890,Incentive,max,650.0000,$
19748,4891,Incentive,,425.0000,$
19749,4892,Incentive,,40.0000,$
19753,5025,Incentive,,400.0000,$/kW
19754,5025,Incentive,max,75.0000,"% of cost"
19755,5025,Incentive,max,25000.0000,$
19756,5026,Incentive,min,400.0000,$/Unit
19757,5026,Incentive,max,8000.0000,$/Unit
19758,5027,Incentive,,100.0000,$/motor
19759,5028,Incentive,min,0.5000,$/Unit
19760,5028,Incentive,max,175.0000,$/Unit
19761,5029,Incentive,min,2.0000,$/Unit
19762,5029,Incentive,max,250.0000,$/Unit
19763,5030,Incentive,min,100.0000,$/Unit
19764,5030,Incentive,max,400.0000,$/Unit
19765,5031,Incentive,min,125.0000,$/Unit
19766,5031,Incentive,max,250.0000,$/Unit
19767,5032,Incentive,,400.0000,$
19768,5033,Incentive,min,5.0000,$/Unit
19769,5033,Incentive,max,60.0000,$/Unit
19770,5034,Incentive,min,8.0000,$/ton
19771,5034,Incentive,max,15.0000,$/ton
19772,5035,Incentive,,75.0000,$/ton
19773,5036,Incentive,max,60.0000,"% of cost"
19774,102,Incentive,max,250.0000,$
19775,103,Incentive,max,200.0000,$
19776,104,Incentive,max,25.0000,$/Unit
19777,104,Incentive,max,500.0000,$
19778,104,Incentive,min,12.5000,$/Unit
19779,105,Incentive,,50.0000,$/Unit
19780,5037,Incentive,,200.0000,$/Unit
19781,5038,Incentive,,250.0000,$/Unit
19782,5039,Incentive,max,70.0000,"% of cost"
19783,97,Incentive,,50.0000,$/Unit
19784,98,Incentive,min,300.0000,$/Unit
19785,98,Incentive,max,500.0000,$/Unit
19786,99,Incentive,min,500.0000,$/Unit
19787,99,Incentive,max,1400.0000,$/Unit
19788,100,Incentive,min,6.0000,"$/square foot"
19789,100,Incentive,max,8.0000,"$/square foot"
19790,101,Incentive,,0.5000,"$/square foot"
19791,5040,Incentive,,40.0000,$/Unit
19792,5041,Incentive,,25.0000,$/Unit
19793,5042,Incentive,,500.0000,$
19794,5043,Incentive,,1000.0000,$
19795,5044,Incentive,,10.0000,$/Unit
19801,208,Incentive,,85.0000,$/Unit
19802,209,Incentive,min,800.0000,$/Unit
19803,209,Incentive,max,1200.0000,$/Unit
19804,210,Incentive,,600.0000,$/Unit
19805,211,Incentive,,3.0000,"$/square foot"
19864,257,Incentive,max,70.0000,"% of cost"
19865,257,Incentive,min,20.0000,$/fixture
19866,257,Incentive,max,160.0000,$/fixture
19867,258,Incentive,,0.2000,"$/first year kWh savings"
19868,258,Incentive,max,70.0000,"% of cost"
19891,5055,Incentive,max,80.0000,$/Unit
19892,5056,Incentive,min,30.0000,$/ton
19893,5056,Incentive,max,50.0000,$/ton
19894,5057,Incentive,min,30.0000,$/ton
19895,5057,Incentive,max,40.0000,$/ton
19896,5058,Incentive,min,200.0000,$/ton
19897,5058,Incentive,max,400.0000,$/ton
19898,5059,Incentive,min,30.0000,$/ton
19899,5059,Incentive,max,40.0000,$/ton
19900,5060,Incentive,,50.0000,$/Unit
19901,5061,Incentive,,25.0000,$/Unit
19902,5062,Incentive,min,15.0000,$
19903,5062,Incentive,max,600.0000,$
19904,5063,Incentive,,150.0000,$
19905,5064,Incentive,,50.0000,$
19906,5065,Incentive,,50.0000,$
19907,5066,Incentive,,40.0000,$/horsepower
19908,5067,Incentive,min,60.0000,$
19909,5067,Incentive,max,1500.0000,$
19914,160,Incentive,max,1.0000,$
19915,160,Incentive,min,15.0000,"$/square foot"
19916,161,Incentive,max,5.0000,$
19917,161,Incentive,min,1.0000,$/W
19937,5076,Incentive,min,5000.0000,$
19938,5076,Incentive,max,100000.0000,$
19939,5077,Incentive,min,5000.0000,$
19940,5077,Incentive,max,250000.0000,$
19941,5074,Incentive,min,5000.0000,$
19942,5074,Incentive,max,100000.0000,$
19943,5075,Incentive,min,5000.0000,$
19944,5075,Incentive,max,250000.0000,$
19949,5080,Incentive,,50.0000,$/Unit
19950,5081,Incentive,min,200.0000,$/Unit
19951,5081,Incentive,max,500.0000,$/Unit
19952,5082,Incentive,,100.0000,$/Unit
19953,5083,Incentive,,100.0000,$/motor
19954,5084,Incentive,max,10000.0000,$
19955,5085,Incentive,max,20000.0000,$
19956,5086,System,,34.9500,$
20010,2750,Incentive,max,4000.0000,$
20011,5096,Incentive,,15.0000,$/Unit
20012,5097,Incentive,,30.0000,$/Unit
20013,5098,Incentive,,20.0000,$/Unit
20014,5099,Incentive,,8.0000,$/fixture
20015,5100,Incentive,max,5000.0000,$
20016,5101,Incentive,min,500.0000,$
20017,5101,Incentive,max,600.0000,$
20018,2751,Incentive,max,2000.0000,$
20019,5102,Incentive,max,15000.0000,$
20039,2752,Incentive,max,8000.0000,$
20055,5113,Incentive,max,1000.0000,$
20058,3736,System,max,20.0000,kW-DC
20059,3737,System,max,2.0000,MW
20060,5114,Incentive,min,1.0000,$/Unit
20061,5114,Incentive,max,40.0000,$/Unit
20062,5114,Incentive,,0.1000,$/W
20063,5115,Incentive,min,12.0000,$/Unit
20064,5115,Incentive,max,30.0000,$/Unit
20065,5116,Incentive,min,0.1000,$/Unit
20066,5116,Incentive,max,25.0000,$/Unit
20067,5117,Incentive,,0.1000,$/W
20068,5118,Incentive,min,20.0000,$/Unit
20069,5118,Incentive,max,225.0000,$/Unit
20070,5119,Incentive,,150.0000,$/horsepower
20071,5120,Incentive,,10.0000,$/Unit
20072,5121,Incentive,min,2.0000,$/Unit
20073,5121,Incentive,max,3.5000,$/Unit
20074,5122,Incentive,min,200.0000,$/Unit
20075,5122,Incentive,max,1000.0000,$/Unit
20076,5123,Incentive,min,30.0000,$/motor
20077,5123,Incentive,max,40.0000,$/motor
20078,5124,Incentive,,90.0000,$/Unit
20079,5125,Incentive,min,50.0000,$/Unit
20080,5125,Incentive,max,500.0000,$/Unit
20081,5126,Incentive,min,8.0000,$/Unit
20082,5126,Incentive,max,50.0000,$/Unit
20083,5127,Incentive,,25.0000,$/Unit
20084,5128,Incentive,,0.7000,"$/square foot"
20085,5129,Incentive,min,0.0500,$/kWh
20086,5129,Incentive,max,0.2200,$/kWh
20087,358,Incentive,max,20.0000,Years
20108,5130,Incentive,,0.5000,$/W
20109,5130,System,max,10.0000,kW
20110,5130,Incentive,max,5000.0000,$
20111,5130,System,min,0.5000,kW
20112,5131,Incentive,,15.0000,"$/square foot"
20113,5131,Incentive,max,1200.0000,$
20117,220,Incentive,,800.0000,$/ton
20118,221,Incentive,,250.0000,$/ton
20119,222,Incentive,,100.0000,$/ton
20146,232,Incentive,,50.0000,$
20147,233,Incentive,max,50.0000,$
20148,233,Incentive,min,20.0000,$
20149,235,Incentive,,10.0000,$
20150,236,Incentive,,25.0000,$
20151,237,Incentive,min,250.0000,$
20152,237,Incentive,max,350.0000,$
20153,238,Incentive,,100.0000,$
20154,239,Incentive,min,3.0000,$/Unit
20155,239,Incentive,max,4.0000,$
20156,5132,Incentive,,200.0000,$/ton
20157,5133,Incentive,,150.0000,$
20158,5134,Incentive,,25.0000,$
20178,2458,Incentive,,0.0000,"$/kWh (10 years)"
20179,2459,Incentive,,0.0000,"$/kWh (10 years)"
20264,248,Incentive,min,200.0000,$/ton
20265,249,Incentive,min,50.0000,$/Unit
20266,249,Incentive,max,100.0000,$/Unit
20267,250,Incentive,,100.0000,$/Unit
20268,250,Incentive,max,200.0000,$/Unit
20269,251,Incentive,min,25.0000,$/Unit
20270,251,Incentive,max,40.0000,$/Unit
20271,252,Incentive,min,25.0000,$/Unit
20272,252,Incentive,max,50.0000,$/Unit
20273,253,Incentive,min,15.0000,$/Unit
20274,253,Incentive,max,40.0000,$/Unit
20275,254,Incentive,,25.0000,$/Unit
20276,254,Incentive,max,200.0000,$
20277,255,Incentive,,125.0000,$/Unit
20396,274,Incentive,,15.0000,$/horsepower
20397,275,Incentive,,400.0000,$/ton
20398,276,Incentive,,30.0000,$/horsepower
20399,277,Incentive,min,10.0000,$/ton
20400,277,Incentive,max,20.0000,$/ton
20401,278,Incentive,,10.0000,$/ton
20402,279,Incentive,min,25.0000,$/Unit
20403,279,Incentive,max,75.0000,$
20404,5137,Incentive,min,4.0000,$/Unit
20405,5137,Incentive,max,140.0000,
20406,5138,Incentive,min,0.5500,$/Unit
20407,5138,Incentive,max,140.0000,$/Unit
20408,5139,Incentive,min,4.0000,$/Unit
20409,5139,Incentive,max,25.0000,$/Unit
20440,891,Incentive,,200.0000,$/ton
20441,892,Incentive,,50.0000,$/Unit
20442,893,Incentive,,300.0000,$/Unit
20443,894,Incentive,,0.5000,$/bulb
20444,895,Incentive,,3.0000,$/bulb
20445,896,Incentive,min,50.0000,$/Unit
20446,896,Incentive,max,630.0000,$/Unit
20447,898,Incentive,,25.0000,$/Unit
20448,5140,Incentive,,50.0000,$/Unit
20449,206,Incentive,,200.0000,$/Unit
20450,207,Incentive,max,100.0000,$/Unit
20451,285,Incentive,,25.0000,$/Unit
20452,286,Incentive,,25.0000,$/Unit
20453,287,Incentive,,25.0000,$/Unit
20454,289,Incentive,min,225.0000,$/Unit
20455,289,Incentive,max,400.0000,$/Unit
20456,5141,Incentive,max,5.0000,$/Unit
20637,3658,Incentive,,1250.0000,$/Unit
20638,3659,Incentive,min,1250.0000,$/Unit
20639,3659,Incentive,max,12500.0000,$
20640,3660,Incentive,min,750.0000,$/Unit
20641,3660,Incentive,max,2500.0000,$
20709,2824,Incentive,min,20.0000,$/Unit
20710,2824,Incentive,max,50.0000,$/Unit
20711,2825,Incentive,min,200.0000,$/Unit
20712,2825,Incentive,max,250.0000,$/Unit
20713,2826,Incentive,,425.0000,$/Unit
20714,2827,Incentive,,300.0000,$
20715,2828,Incentive,min,0.3000,"$/square foot"
20716,2828,Incentive,max,0.5000,"$/square foot"
20717,2828,Incentive,max,400.0000,$
20723,265,Incentive,,0.1400,$/kWh
20727,1767,Incentive,max,50.0000,"% of cost"
20744,2073,Incentive,max,35.0000,%
20745,2073,Incentive,max,7000.0000,$
20746,2072,Incentive,max,35.0000,%
20747,2072,Incentive,max,7000.0000,$
20750,415,Incentive,min,25.0000,$/Unit
20751,415,Incentive,max,100.0000,$/Unit
20752,1172,Incentive,,100.0000,%
20753,1136,Incentive,,300.0000,$/Unit
20754,1137,Incentive,,115.0000,$/horsepower
20755,1138,Incentive,min,50.0000,$/Unit
20756,1138,Incentive,max,500.0000,$
20757,1139,Incentive,,500.0000,$/Unit
20758,1140,Incentive,,100.0000,$/Unit
20759,1141,Incentive,min,35.0000,$/Unit
20760,1141,Incentive,max,200.0000,$
20761,1142,Incentive,min,25.0000,$/Unit
20762,1142,Incentive,max,35.0000,$
20763,5146,Incentive,,25.0000,"% of cost"
20764,5146,Incentive,max,500.0000,$
20782,5147,Incentive,min,50.0000,$/Unit
20783,5147,Incentive,max,175.0000,$/Unit
20784,5148,Incentive,min,200.0000,$/Unit
20785,5148,Incentive,max,500.0000,$/Unit
20786,5149,Incentive,,1500.0000,$/Unit
20787,5150,Incentive,min,150.0000,$/Unit
20788,5150,Incentive,max,300.0000,$/Unit
20789,5151,Incentive,min,10.0000,$
20790,5151,Incentive,max,200.0000,$
20791,5152,Incentive,,100.0000,$/Unit
20792,5153,Incentive,max,3600.0000,$
20840,266,Incentive,,450.0000,$/kW
20841,266,System,max,50.0000,kW
20842,1082,Incentive,min,300.0000,$/Unit
20843,1082,Incentive,max,1200.0000,$/Unit
20865,5159,Incentive,,25.0000,$/Unit
20866,5160,Incentive,max,70.0000,"% of cost"
20867,5161,Incentive,max,3.0000,"$/square foot"
20868,5162,Incentive,max,600.0000,$
20895,280,Incentive,min,10.0000,$/ton
20896,280,Incentive,max,20.0000,$/ton
20897,281,Incentive,min,5.0000,$/Unit
20898,281,Incentive,max,15.0000,$/Unit
20899,283,Incentive,max,50.0000,"% of cost"
20900,283,Incentive,max,15.0000,$
20901,5163,Incentive,min,13.0000,$/ton
20902,5163,Incentive,max,118.0000,$/ton
20903,5164,Incentive,,200.0000,$/ton
20904,5165,Incentive,min,10.0000,$/ton
20905,5165,Incentive,max,300.0000,$/ton
20906,5166,Incentive,,75.0000,$/Unit
20948,313,Incentive,min,15.0000,$/Unit
20949,313,Incentive,max,2700.0000,$/Unit
20950,314,Incentive,min,200.0000,$/Unit
20951,314,Incentive,max,8000.0000,$/Unit
20952,315,Incentive,,0.0450,"$/kWh (1 year)"
20953,5170,Incentive,min,100.0000,$/Unit
20954,5170,Incentive,max,125.0000,$/Unit
20955,5171,Incentive,min,300.0000,$/Unit
20956,5171,Incentive,max,1000.0000,$/Unit
20997,317,Incentive,min,50.0000,$/Unit
20998,317,Incentive,max,100.0000,$/Unit
20999,318,Incentive,,25.0000,$/Unit
21000,318,Incentive,max,75.0000,$
21001,319,Incentive,min,100.0000,$/Unit
21002,319,Incentive,max,200.0000,$
21003,320,Incentive,min,15.0000,$/Unit
21004,320,Incentive,max,25.0000,$/Unit
21005,321,Incentive,,200.0000,$/ton
21006,322,Incentive,min,25.0000,$/Unit
21007,322,Incentive,max,200.0000,$/Unit
21008,5172,Incentive,,50.0000,"% of cost"
21009,5173,Incentive,min,25.0000,$/Unit
21010,5173,Incentive,max,40.0000,$/Unit
21011,5174,Incentive,,125.0000,$/Unit
21012,323,Incentive,min,15.0000,$/Unit
21013,323,Incentive,max,2700.0000,$/Unit
21014,324,Incentive,min,200.0000,$/Unit
21015,324,Incentive,max,8000.0000,$/Unit
21016,325,Incentive,,0.0450,"$/kWh (1 year)"
21017,5175,Incentive,min,75.0000,$/Unit
21018,5175,Incentive,max,85.0000,$/Unit
21019,5176,Incentive,min,100.0000,$/Unit
21020,5176,Incentive,max,125.0000,$/Unit
21021,5177,Incentive,min,300.0000,$/Unit
21022,5177,Incentive,max,1000.0000,$/Unit
21023,155,Incentive,max,7500.0000,$
21024,155,Incentive,max,37500.0000,$
21025,155,System,min,1.0000,kW-DC
21026,155,System,max,50.0000,kW-DC
21027,155,Incentive,,1.0000,$/W-DC
21052,3768,Incentive,min,0.1300,"$/kWh (10 years)"
21053,3768,System,max,40.0000,kW-DC
21054,3769,System,max,10.0000,kW-DC
21055,3769,Incentive,min,0.2300,"$/kWh (10 years)"
21056,3770,System,max,40.0000,kW-DC
21057,3770,Incentive,min,0.1500,"$/kWh (10 years)"
21096,2235,Incentive,max,400.0000,$
21097,2236,Incentive,max,600.0000,$
21098,2237,Incentive,,100.0000,$/Unit
21099,2237,Incentive,max,400.0000,$
21153,3055,Incentive,,1.0000,$/W-DC
21154,3055,System,max,1000.0000,kW-AC
21246,5207,Incentive,,575.0000,$/Unit
21247,5207,Incentive,max,575.0000,$
21248,4372,Incentive,max,100.0000,"% of cost"
21249,2473,System,min,5.0000,kW-DC
21250,2473,System,max,10.0000,kW-DC
21251,2473,Incentive,min,0.2300,"$/kWh (15 years)"
21254,1175,Incentive,,100.0000,%
21255,1175,Incentive,max,1500.0000,$
21256,195,Incentive,,35.0000,%
21257,2065,Incentive,,35.0000,%
21258,194,Incentive,,35.0000,%
21261,432,Incentive,,3.0000,%
21262,432,Incentive,max,15.0000,Years
21263,432,Incentive,max,999999.9999,$
21265,2074,Incentive,max,35.0000,"% of cost"
21266,2075,Incentive,max,35.0000,"% of cost"
21267,4387,Incentive,,0.0050,$/kWh
21268,4387,System,min,2.0000,MW
21269,4387,System,max,10.0000,MW
21275,2314,Incentive,,10.0000,%
21276,2314,Incentive,max,25000.0000,$
21277,2316,Incentive,,10.0000,%
21278,2316,Incentive,max,25000.0000,$
21279,2315,Incentive,,0.0100,"$/kWh (10 years)"
21280,2317,Incentive,,0.0100,"$/kWh (10 years)"
21283,2037,Incentive,,0.0500,$/kWh
21284,2037,System,min,10.1000,kW
21285,2037,System,max,100.0000,kW
21286,2969,Incentive,,30.0000,%
21287,2969,Incentive,max,9000.0000,$
21288,2967,Incentive,,30.0000,%
21289,2967,Incentive,max,9000.0000,$
