sector_id,set_id
11,1603
15,1603
21,1603
24,1603
1,1604
2,1604
3,1604
6,1604
11,1604
15,1604
21,1604
24,1604
1,1605
2,1605
3,1605
6,1605
11,1605
15,1605
21,1605
24,1605
9,1606
9,1607
9,1608
9,1609
9,1610
9,1611
9,1612
9,1613
9,1614
9,1615
9,1616
9,1617
1,1619
15,1619
9,1620
9,1621
9,1622
9,1623
9,1624
1,1626
3,1626
5,1626
6,1626
14,1626
15,1626
21,1626
1,1628
3,1628
5,1628
6,1628
14,1628
15,1628
21,1628
9,1632
9,1634
9,1637
9,1638
9,1640
1,1641
3,1641
5,1641
14,1641
15,1641
24,1641
1,1642
3,1642
5,1642
14,1642
15,1642
24,1642
1,1643
3,1643
5,1643
14,1643
15,1643
24,1643
1,1644
15,1644
1,1645
15,1645
1,1646
15,1646
1,1647
15,1647
1,1648
15,1648
1,1649
15,1649
1,1650
15,1650
9,1651
1,1652
9,1653
9,1654
9,1655
9,1657
1,1658
9,1659
2,1660
9,1660
16,1660
2,1661
9,1661
16,1661
1,1662
9,1662
1,1663
9,1663
1,1664
9,1664
1,1665
9,1665
1,1666
9,1666
1,1668
3,1668
5,1668
11,1668
14,1668
15,1668
24,1668
1,1669
2,1669
3,1669
15,1669
22,1669
1,1670
2,1670
3,1670
15,1670
22,1670
1,1672
2,1672
3,1672
15,1672
22,1672
1,1674
9,1674
15,1674
23,1674
1,1675
9,1675
15,1675
23,1675
1,1677
2,1677
3,1677
5,1677
11,1677
14,1677
15,1677
24,1677
9,1679
2,1680
9,1680
16,1680
9,1681
23,1681
9,1683
22,1683
23,1683
9,1684
22,1684
23,1684
9,1685
22,1685
23,1685
22,1686
1,1687
22,1687
9,1689
9,1690
1,1691
3,1691
1,1692
3,1692
1,1693
3,1693
1,1694
3,1694
1,1695
3,1695
15,1695
1,1696
3,1696
15,1696
1,1697
3,1697
15,1697
1,1698
3,1698
15,1698
1,1699
3,1699
15,1699
1,1700
3,1700
5,1700
6,1700
11,1700
14,1700
24,1700
1,1701
3,1701
5,1701
6,1701
11,1701
14,1701
24,1701
1,1702
3,1702
5,1702
6,1702
11,1702
14,1702
24,1702
1,1703
3,1703
5,1703
6,1703
11,1703
14,1703
24,1703
1,1704
3,1704
5,1704
6,1704
11,1704
14,1704
24,1704
1,1705
3,1705
5,1705
6,1705
11,1705
14,1705
24,1705
1,1707
22,1707
1,1708
22,1708
1,1709
1,1710
22,1710
1,1711
22,1712
1,1713
22,1713
1,1714
1,1715
22,1715
1,1716
1,1718
6,1721
9,1721
15,1721
16,1721
20,1721
6,1722
9,1722
15,1722
16,1722
20,1722
9,1723
9,1724
9,1725
9,1726
9,1727
1,1728
3,1728
5,1728
11,1728
14,1728
24,1728
9,1731
16,1731
22,1731
9,1733
16,1733
22,1733
3,1734
1,1735
1,1736
3,1736
1,1737
3,1737
1,1738
3,1738
5,1740
6,1740
11,1740
14,1740
24,1740
5,1741
6,1741
11,1741
14,1741
24,1741
5,1742
6,1742
11,1742
14,1742
24,1742
5,1743
6,1743
11,1743
14,1743
24,1743
5,1744
6,1744
11,1744
14,1744
24,1744
5,1745
6,1745
11,1745
14,1745
24,1745
5,1746
6,1746
11,1746
14,1746
24,1746
5,1747
6,1747
11,1747
14,1747
24,1747
1,1748
2,1748
3,1748
5,1748
6,1748
9,1748
11,1748
14,1748
15,1748
16,1748
17,1748
21,1748
24,1748
2,1749
9,1749
16,1749
22,1749
1,1750
1,1755
3,1755
5,1755
6,1755
11,1755
14,1755
24,1755
6,1756
9,1756
15,1756
16,1756
20,1756
22,1757
1,1758
3,1758
5,1758
6,1758
9,1758
11,1758
21,1758
22,1758
1,1759
3,1759
5,1759
6,1759
9,1759
11,1759
21,1759
22,1759
9,1760
22,1760
23,1760
9,1761
22,1761
23,1761
9,1762
1,1763
3,1763
6,1763
9,1763
24,1763
9,1766
3,1767
1,1768
3,1768
5,1768
6,1768
9,1768
11,1768
14,1768
15,1768
21,1768
24,1768
1,1769
3,1769
5,1769
6,1769
9,1769
11,1769
14,1769
15,1769
21,1769
24,1769
9,1770
23,1770
9,1771
23,1771
9,1772
23,1772
9,1773
23,1773
1,1774
9,1774
9,1775
23,1775
9,1776
23,1776
9,1777
23,1777
9,1779
23,1779
1,1781
9,1781
1,1782
9,1782
1,1783
3,1783
5,1783
6,1783
11,1783
3,1784
1,1785
3,1785
5,1785
6,1785
11,1785
9,1786
6,1787
1,1788
14,1788
15,1788
24,1788
1,1790
14,1790
15,1790
24,1790
1,1791
14,1791
15,1791
24,1791
1,1793
14,1793
15,1793
24,1793
1,1796
14,1796
15,1796
24,1796
1,1797
14,1797
15,1797
24,1797
1,1798
14,1798
15,1798
24,1798
1,1799
14,1799
15,1799
24,1799
1,1803
3,1803
5,1803
6,1803
11,1803
1,1806
3,1806
9,1806
21,1806
1,1807
3,1807
4,1807
8,1807
9,1807
10,1807
1,1808
3,1808
1,1809
3,1809
5,1809
6,1809
11,1809
14,1809
15,1809
24,1809
1,1810
3,1810
5,1810
6,1810
11,1810
14,1810
15,1810
24,1810
1,1811
3,1811
5,1811
6,1811
11,1811
14,1811
15,1811
24,1811
1,1812
3,1812
5,1812
6,1812
11,1812
14,1812
15,1812
24,1812
1,1813
3,1813
5,1813
6,1813
11,1813
14,1813
15,1813
24,1813
1,1814
3,1814
5,1814
6,1814
11,1814
14,1814
15,1814
24,1814
9,1815
23,1815
9,1816
23,1816
1,1817
9,1817
1,1818
3,1818
9,1818
21,1818
1,1819
9,1820
9,1821
9,1822
21,1823
1,1824
6,1824
9,1824
16,1824
23,1824
25,1824
1,1825
6,1825
9,1825
16,1825
23,1825
25,1825
1,1826
5,1826
6,1826
16,1826
22,1826
24,1826
1,1827
5,1827
6,1827
16,1827
22,1827
24,1827
1,1828
5,1828
6,1828
16,1828
22,1828
24,1828
1,1829
5,1829
6,1829
16,1829
22,1829
24,1829
1,1830
5,1830
6,1830
16,1830
22,1830
24,1830
1,1831
5,1831
6,1831
16,1831
22,1831
24,1831
9,1832
9,1833
9,1834
9,1835
9,1836
9,1837
9,1838
9,1839
9,1840
9,1841
1,1842
3,1842
21,1842
1,1843
3,1843
21,1843
9,1845
9,1846
1,1849
3,1849
16,1849
21,1849
25,1849
9,1850
9,1851
1,1852
3,1852
6,1852
11,1852
14,1852
15,1852
21,1852
1,1853
3,1853
6,1853
15,1853
1,1854
3,1854
5,1854
6,1854
14,1854
15,1854
21,1854
1,1855
3,1855
6,1855
15,1855
21,1855
1,1856
3,1856
6,1856
14,1856
15,1856
21,1856
1,1857
3,1857
6,1857
14,1857
15,1857
21,1857
1,1858
3,1858
6,1858
11,1858
15,1858
21,1858
1,1859
3,1859
14,1859
15,1859
21,1859
9,1860
22,1860
23,1860
2,1861
9,1861
22,1861
23,1861
2,1862
9,1862
22,1862
23,1862
2,1863
9,1863
22,1863
23,1863
2,1864
9,1864
22,1864
23,1864
2,1865
9,1865
22,1865
23,1865
2,1866
9,1866
22,1866
23,1866
1,1867
3,1867
1,1868
3,1868
5,1868
6,1868
11,1868
21,1868
24,1868
9,1870
9,1871
9,1872
9,1873
9,1874
1,1875
3,1875
1,1876
3,1876
1,1877
3,1877
1,1878
3,1878
1,1879
3,1879
9,1880
9,1881
9,1882
9,1883
9,1886
9,1887
9,1888
9,1889
1,1890
4,1890
21,1890
1,1891
3,1891
21,1891
1,1892
3,1892
21,1892
1,1893
9,1893
21,1893
1,1894
3,1894
9,1894
15,1894
1,1895
3,1895
9,1895
15,1895
1,1896
1,1897
3,1897
21,1897
9,1898
9,1899
9,1900
9,1901
9,1902
9,1903
1,1904
9,1905
9,1906
9,1907
9,1908
1,1909
9,1909
1,1910
9,1911
1,1912
1,1913
3,1913
5,1913
6,1913
11,1913
14,1913
15,1913
17,1913
21,1913
24,1913
1,1915
3,1915
5,1915
6,1915
11,1915
14,1915
15,1915
17,1915
21,1915
24,1915
16,1917
9,1918
9,1919
9,1920
9,1921
9,1922
9,1923
9,1925
1,1926
1,1927
9,1928
9,1929
9,1930
22,1930
9,1931
22,1931
9,1932
9,1933
9,1934
9,1935
9,1936
1,1937
3,1937
9,1937
1,1938
3,1938
5,1938
6,1938
11,1938
14,1938
15,1938
21,1938
24,1938
9,1939
23,1939
9,1940
23,1940
9,1942
23,1942
9,1943
23,1943
9,1944
23,1944
9,1945
23,1945
9,1946
23,1946
9,1947
23,1947
1,1948
3,1948
15,1948
21,1948
9,1949
1,1950
3,1950
5,1951
6,1951
2,1952
9,1952
22,1952
23,1952
2,1953
9,1953
22,1953
23,1953
2,1954
9,1954
22,1954
23,1954
9,1955
22,1955
23,1955
1,1956
5,1956
6,1956
11,1956
17,1956
22,1956
23,1956
24,1956
9,1957
22,1957
23,1957
1,1958
9,1958
1,1959
9,1959
1,1960
6,1960
9,1960
11,1960
15,1960
22,1960
23,1960
24,1960
5,1961
11,1961
14,1961
15,1961
17,1961
21,1961
24,1961
9,1963
22,1963
9,1964
22,1964
9,1966
22,1966
9,1967
9,1969
22,1969
9,1970
1,1971
6,1971
21,1971
3,1972
1,1973
3,1973
9,1973
1,1974
9,1974
5,1975
6,1975
14,1975
24,1975
23,1976
1,1977
9,1977
5,1978
14,1978
24,1978
23,1979
1,1981
3,1981
5,1981
9,1981
11,1981
21,1981
24,1981
1,1982
3,1982
15,1982
1,1983
3,1983
15,1983
1,1984
3,1984
15,1984
1,1985
3,1985
5,1985
6,1985
9,1985
11,1985
14,1985
15,1985
21,1985
23,1985
24,1985
1,1988
1,1989
1,1990
9,1991
9,1992
9,1993
9,1995
9,1996
9,1997
9,1998
2,1999
9,1999
16,1999
2,2000
9,2000
16,2000
2,2001
9,2001
16,2001
2,2002
9,2002
16,2002
9,2003
1,2004
3,2004
5,2004
9,2005
1,2006
9,2007
1,2008
3,2008
22,2008
9,2009
9,2010
9,2011
9,2012
1,2013
9,2013
15,2013
9,2014
9,2015
1,2016
1,2017
21,2017
9,2018
1,2019
3,2019
21,2019
5,2020
6,2020
11,2020
14,2020
15,2020
9,2021
1,2022
6,2022
9,2023
23,2023
9,2024
23,2024
9,2025
23,2025
9,2027
1,2028
5,2028
14,2028
15,2028
9,2029
9,2030
1,2031
3,2031
5,2031
6,2031
9,2031
11,2031
21,2031
24,2031
9,2032
9,2033
1,2034
3,2034
5,2034
6,2034
9,2035
1,2037
3,2037
9,2038
1,2039
3,2039
6,2039
21,2039
24,2039
5,2040
6,2040
11,2040
1,2041
3,2041
9,2041
9,2042
9,2043
1,2044
3,2044
5,2044
6,2044
11,2044
21,2044
24,2044
9,2045
1,2046
3,2046
5,2046
6,2046
11,2046
21,2046
24,2046
9,2047
1,2049
3,2049
5,2049
11,2049
14,2049
21,2049
6,2050
1,2051
3,2051
5,2051
11,2051
14,2051
21,2051
6,2052
1,2053
3,2053
6,2053
24,2053
1,2054
3,2054
6,2054
24,2054
1,2055
3,2055
6,2055
24,2055
1,2056
3,2056
6,2056
24,2056
1,2057
3,2057
6,2057
24,2057
1,2058
3,2058
6,2058
24,2058
1,2059
3,2059
5,2059
6,2059
11,2059
16,2059
21,2059
16,2060
1,2061
9,2061
9,2062
9,2063
1,2064
1,2065
3,2065
9,2066
9,2067
9,2068
9,2070
9,2071
1,2072
3,2072
5,2072
6,2072
11,2072
14,2072
15,2072
17,2072
21,2072
24,2072
1,2073
3,2073
5,2073
6,2073
11,2073
14,2073
15,2073
17,2073
21,2073
24,2073
1,2074
3,2074
5,2074
6,2074
11,2074
14,2074
17,2074
21,2074
24,2074
1,2075
3,2075
5,2075
6,2075
11,2075
14,2075
17,2075
21,2075
24,2075
1,2076
3,2076
21,2076
1,2081
3,2081
21,2081
9,2082
16,2082
9,2083
16,2083
9,2084
16,2084
9,2085
16,2085
9,2086
23,2086
9,2087
23,2087
9,2088
23,2088
9,2089
23,2089
9,2090
23,2090
9,2091
23,2091
9,2092
9,2093
1,2094
3,2094
21,2094
1,2095
5,2095
6,2095
9,2095
14,2095
15,2095
1,2097
9,2097
9,2098
9,2099
9,2100
9,2102
9,2104
9,2105
1,2106
5,2106
6,2106
9,2106
14,2106
15,2106
1,2107
5,2107
6,2107
9,2107
14,2107
15,2107
1,2108
2,2108
3,2108
16,2108
2,2109
9,2109
16,2109
1,2110
5,2110
6,2110
9,2110
14,2110
15,2110
1,2111
5,2111
6,2111
9,2111
14,2111
15,2111
1,2112
5,2112
6,2112
9,2112
14,2112
15,2112
1,2113
5,2113
6,2113
9,2113
14,2113
15,2113
1,2114
3,2114
9,2114
9,2115
9,2116
9,2118
9,2121
1,2122
1,2123
3,2123
5,2123
11,2123
14,2123
24,2123
1,2124
3,2124
5,2124
6,2124
14,2124
5,2125
17,2125
5,2126
17,2126
1,2127
3,2127
1,2128
3,2128
1,2129
3,2129
1,2130
3,2130
9,2131
1,2132
6,2132
9,2133
22,2133
23,2133
1,2134
3,2134
5,2134
6,2134
9,2134
14,2134
1,2135
3,2135
5,2135
6,2135
9,2135
14,2135
2,2136
16,2136
2,2137
16,2137
2,2138
16,2138
1,2139
3,2139
5,2139
6,2139
14,2139
15,2139
9,2141
22,2141
23,2141
9,2142
16,2142
2,2143
9,2143
1,2144
6,2144
9,2144
9,2145
9,2146
9,2147
9,2148
9,2149
9,2150
9,2151
2,2152
9,2152
2,2153
9,2153
2,2154
9,2154
2,2155
9,2155
9,2157
9,2158
9,2159
9,2161
9,2162
23,2162
1,2165
9,2165
16,2165
22,2165
1,2166
9,2166
16,2166
22,2166
1,2168
2,2168
3,2168
5,2168
6,2168
11,2168
14,2168
15,2168
17,2168
20,2168
21,2168
24,2168
25,2168
1,2169
3,2169
5,2169
6,2169
11,2169
20,2169
21,2169
1,2170
3,2170
5,2170
6,2170
11,2170
20,2170
21,2170
1,2172
5,2172
6,2172
9,2172
11,2172
14,2172
17,2172
24,2172
1,2174
9,2174
1,2175
9,2176
3,2177
1,2179
1,2180
6,2180
1,2181
6,2181
9,2182
9,2183
9,2184
9,2185
9,2186
9,2187
9,2188
22,2188
23,2188
1,2189
3,2189
9,2190
22,2190
23,2190
9,2191
22,2191
23,2191
1,2192
3,2192
9,2193
9,2194
9,2195
9,2196
1,2198
1,2199
3,2199
9,2200
9,2201
9,2202
9,2203
9,2204
23,2204
9,2205
23,2205
9,2206
23,2206
9,2207
23,2207
9,2208
23,2208
9,2209
9,2212
9,2214
2,2216
9,2216
16,2216
22,2216
9,2217
22,2217
9,2218
9,2219
22,2219
9,2220
22,2220
9,2224
1,2225
5,2225
6,2225
14,2225
15,2225
1,2228
5,2228
6,2228
14,2228
15,2228
9,2229
9,2230
9,2231
9,2232
9,2233
9,2234
9,2235
22,2235
9,2236
22,2236
9,2237
22,2237
9,2238
22,2238
1,2243
3,2243
1,2245
2,2245
1,2246
2,2246
1,2247
2,2247
1,2248
2,2248
9,2251
1,2252
5,2253
11,2253
14,2253
24,2253
1,2254
3,2254
15,2254
9,2260
22,2260
9,2261
22,2261
9,2262
22,2262
9,2263
22,2263
9,2264
22,2264
1,2265
5,2265
6,2265
14,2265
15,2265
1,2266
5,2266
6,2266
14,2266
15,2266
1,2267
5,2267
6,2267
14,2267
15,2267
1,2268
5,2268
6,2268
14,2268
15,2268
1,2269
5,2269
6,2269
14,2269
15,2269
1,2270
5,2270
6,2270
14,2270
15,2270
9,2271
9,2273
9,2274
9,2275
9,2276
9,2277
22,2277
23,2277
9,2278
9,2279
9,2280
9,2281
9,2282
22,2282
23,2282
9,2283
22,2283
9,2284
22,2284
9,2285
22,2285
1,2286
1,2287
1,2288
1,2289
9,2290
1,2293
3,2293
1,2294
3,2294
1,2295
3,2295
2,2296
9,2296
1,2297
3,2297
14,2297
16,2297
9,2298
1,2304
9,2305
1,2306
15,2306
1,2307
15,2307
9,2308
22,2308
23,2308
9,2313
1,2314
3,2314
5,2314
6,2314
11,2314
14,2314
15,2314
17,2314
21,2314
24,2314
1,2315
1,2316
3,2316
21,2316
1,2317
9,2318
22,2318
9,2319
9,2320
9,2321
9,2322
9,2323
9,2324
9,2325
9,2326
9,2327
9,2328
9,2329
9,2330
9,2331
9,2333
9,2334
9,2335
1,2336
1,2337
1,2339
3,2339
5,2339
6,2339
14,2339
15,2339
1,2340
3,2340
5,2340
6,2340
14,2340
15,2340
9,2341
9,2342
23,2342
9,2343
23,2343
9,2344
23,2344
9,2345
23,2345
9,2346
23,2346
9,2347
9,2349
1,2350
9,2350
15,2350
9,2351
9,2355
1,2356
3,2356
5,2356
6,2356
9,2356
11,2356
14,2356
21,2356
24,2356
1,2357
3,2357
1,2358
3,2358
6,2358
9,2358
21,2358
1,2359
3,2359
6,2359
9,2359
21,2359
1,2360
2,2360
3,2360
16,2360
22,2360
1,2361
2,2361
3,2361
20,2361
21,2361
25,2361
1,2362
2,2362
3,2362
20,2362
21,2362
25,2362
1,2363
9,2363
15,2363
1,2365
9,2365
15,2365
1,2366
2,2366
3,2366
24,2366
25,2366
1,2367
3,2367
21,2367
24,2367
25,2367
9,2368
1,2369
2,2369
3,2369
5,2369
6,2369
11,2369
16,2369
24,2369
25,2369
1,2370
2,2370
3,2370
21,2370
24,2370
25,2370
1,2372
2,2372
16,2372
1,2373
3,2373
5,2373
6,2373
14,2373
17,2373
24,2373
1,2374
3,2374
5,2374
6,2374
14,2374
17,2374
24,2374
1,2375
3,2375
5,2375
6,2375
14,2375
17,2375
24,2375
11,2376
11,2377
1,2378
3,2378
5,2378
6,2378
9,2378
11,2378
21,2378
22,2378
23,2378
24,2378
1,2379
16,2379
9,2380
1,2381
5,2381
6,2381
9,2381
22,2381
23,2381
1,2382
5,2382
6,2382
9,2382
22,2382
23,2382
1,2383
5,2383
6,2383
9,2383
22,2383
23,2383
1,2384
3,2384
5,2384
6,2384
9,2384
11,2384
14,2384
15,2384
21,2384
22,2384
23,2384
24,2384
1,2385
3,2385
5,2385
6,2385
15,2385
24,2385
1,2386
3,2386
5,2386
6,2386
24,2386
1,2387
3,2387
5,2387
6,2387
15,2387
24,2387
1,2388
3,2388
5,2388
6,2388
15,2388
24,2388
1,2389
3,2389
5,2389
6,2389
15,2389
24,2389
9,2390
22,2390
1,2391
15,2391
9,2392
22,2392
9,2393
23,2393
6,2394
1,2395
3,2395
5,2395
6,2395
9,2395
11,2395
21,2395
23,2395
24,2395
9,2396
9,2397
22,2397
1,2398
9,2399
9,2400
9,2401
16,2401
9,2402
1,2403
9,2403
15,2403
21,2403
2,2404
9,2404
23,2404
2,2405
9,2405
23,2405
2,2406
9,2406
23,2406
2,2407
9,2407
23,2407
9,2408
9,2409
1,2410
3,2410
9,2410
24,2410
9,2412
9,2413
9,2414
9,2415
9,2416
1,2417
3,2418
9,2420
22,2420
23,2420
9,2429
1,2430
1,2431
2,2431
9,2431
1,2432
2,2432
9,2432
1,2433
2,2433
9,2433
1,2434
2,2434
9,2434
1,2435
2,2435
9,2435
23,2436
23,2437
23,2438
23,2439
23,2440
2,2441
9,2441
16,2441
22,2441
23,2442
22,2443
23,2443
9,2444
23,2444
2,2445
9,2445
22,2445
9,2446
16,2446
9,2447
22,2447
23,2447
9,2448
22,2448
23,2448
9,2449
22,2449
23,2449
1,2450
5,2450
15,2450
1,2451
6,2451
9,2451
15,2451
22,2451
23,2451
9,2452
23,2452
1,2453
6,2453
15,2453
22,2453
1,2454
6,2454
9,2454
15,2454
22,2454
23,2454
1,2455
6,2455
9,2455
15,2455
22,2455
23,2455
1,2456
3,2456
5,2456
6,2456
11,2456
14,2456
15,2456
24,2456
9,2457
22,2457
1,2458
3,2458
21,2458
9,2459
1,2460
5,2460
6,2460
9,2460
11,2460
22,2460
23,2460
9,2461
23,2461
1,2462
3,2462
5,2462
6,2462
9,2462
11,2462
14,2462
15,2462
21,2462
22,2462
24,2462
1,2463
3,2463
5,2463
6,2463
11,2463
14,2463
15,2463
21,2463
22,2463
24,2463
9,2464
23,2464
2,2465
22,2465
2,2466
22,2466
2,2467
22,2467
2,2468
22,2468
9,2469
1,2470
5,2470
6,2470
9,2470
11,2470
14,2470
15,2470
17,2470
21,2470
24,2470
1,2471
5,2471
6,2471
9,2471
11,2471
14,2471
15,2471
17,2471
21,2471
24,2471
1,2472
5,2472
6,2472
9,2472
11,2472
14,2472
15,2472
17,2472
21,2472
24,2472
1,2473
3,2473
9,2473
21,2473
22,2473
23,2473
1,2474
1,2475
3,2475
4,2475
8,2475
9,2475
10,2475
21,2475
1,2476
3,2476
5,2476
6,2476
1,2477
3,2477
5,2477
6,2477
1,2478
3,2478
5,2478
6,2478
1,2479
3,2479
5,2479
6,2479
1,2480
3,2480
5,2480
6,2480
1,2481
3,2481
5,2481
6,2481
1,2482
3,2482
5,2482
6,2482
11,2482
14,2482
15,2482
21,2482
24,2482
9,2483
22,2483
23,2483
9,2484
22,2484
23,2484
9,2485
22,2485
23,2485
9,2486
22,2486
23,2486
9,2487
22,2487
23,2487
9,2488
22,2488
23,2488
9,2489
22,2489
23,2489
9,2490
22,2490
23,2490
9,2491
23,2491
22,2492
1,2493
15,2493
1,2494
9,2494
15,2494
9,2495
9,2496
9,2497
9,2498
9,2499
9,2500
9,2502
22,2502
23,2502
9,2503
22,2503
23,2503
9,2504
22,2504
23,2504
9,2505
22,2505
23,2505
1,2506
6,2506
9,2509
22,2509
23,2509
9,2510
22,2510
23,2510
9,2511
22,2511
23,2511
2,2512
9,2512
16,2512
22,2512
23,2512
2,2513
9,2513
16,2513
22,2513
23,2513
1,2514
3,2514
6,2514
11,2514
15,2514
24,2514
1,2515
3,2515
6,2515
11,2515
15,2515
24,2515
1,2516
3,2516
6,2516
11,2516
15,2516
24,2516
1,2517
3,2517
6,2517
11,2517
15,2517
24,2517
1,2518
3,2518
6,2518
11,2518
15,2518
24,2518
1,2519
3,2519
6,2519
11,2519
15,2519
24,2519
1,2520
3,2520
9,2520
9,2521
9,2532
9,2533
9,2534
1,2541
3,2541
9,2541
15,2541
21,2541
1,2542
9,2542
1,2543
3,2543
21,2543
1,2544
9,2544
1,2545
3,2545
5,2545
6,2545
11,2545
14,2545
21,2545
22,2545
24,2545
1,2546
3,2546
5,2546
6,2546
11,2546
14,2546
21,2546
22,2546
24,2546
9,2547
1,2548
3,2548
6,2548
11,2548
14,2548
9,2550
23,2551
22,2552
9,2553
1,2555
3,2555
5,2555
6,2555
11,2555
14,2555
15,2555
22,2555
1,2557
5,2557
6,2557
11,2557
14,2557
15,2557
22,2557
9,2558
9,2559
9,2561
9,2562
9,2564
9,2565
9,2566
1,2568
3,2568
6,2568
9,2568
22,2568
9,2569
1,2570
22,2572
1,2573
2,2573
3,2573
1,2574
3,2574
5,2574
6,2574
9,2574
14,2574
15,2574
22,2574
1,2575
3,2575
5,2575
6,2575
9,2575
14,2575
15,2575
22,2575
9,2576
22,2576
1,2577
3,2577
5,2577
6,2577
9,2577
14,2577
15,2577
22,2577
1,2578
3,2578
5,2578
6,2578
9,2578
14,2578
15,2578
22,2578
22,2583
22,2584
22,2585
2,2586
9,2586
9,2587
1,2588
1,2589
2,2590
22,2590
9,2591
2,2592
4,2592
8,2592
9,2592
10,2592
22,2592
9,2593
9,2594
9,2595
9,2596
1,2599
3,2599
15,2599
1,2600
3,2600
15,2600
1,2602
3,2602
24,2602
1,2603
21,2603
1,2614
2,2615
9,2615
22,2615
2,2616
9,2616
22,2616
2,2617
9,2617
22,2617
2,2618
9,2618
22,2618
2,2619
9,2619
22,2619
2,2620
9,2620
22,2620
9,2621
9,2623
1,2624
3,2624
1,2625
3,2625
24,2625
1,2626
3,2626
15,2626
22,2626
24,2626
1,2627
3,2627
15,2627
22,2627
24,2627
1,2628
3,2628
15,2628
22,2628
24,2628
1,2629
3,2629
15,2629
22,2629
24,2629
1,2636
3,2636
6,2636
9,2636
11,2636
24,2636
1,2637
3,2637
5,2637
15,2637
24,2637
1,2638
3,2638
15,2638
1,2639
3,2639
5,2639
6,2639
11,2639
14,2639
15,2639
22,2639
1,2640
15,2640
1,2641
15,2641
1,2642
15,2642
1,2643
15,2643
22,2647
22,2648
22,2649
22,2650
1,2651
3,2651
9,2651
1,2652
3,2652
9,2652
9,2655
9,2656
9,2657
9,2658
9,2659
9,2660
9,2661
9,2662
9,2663
9,2664
9,2665
16,2666
9,2667
23,2667
9,2668
23,2668
9,2669
23,2669
9,2670
23,2670
9,2671
23,2671
1,2672
3,2673
9,2674
22,2674
9,2676
22,2676
9,2677
22,2677
9,2678
22,2678
9,2679
22,2679
1,2681
3,2681
15,2681
1,2682
3,2682
15,2682
1,2683
3,2683
15,2683
1,2684
3,2684
15,2684
1,2686
3,2686
15,2686
1,2687
3,2687
15,2687
1,2688
3,2688
15,2688
1,2689
3,2689
15,2689
1,2690
3,2690
15,2690
1,2691
3,2691
15,2691
1,2692
3,2692
15,2692
9,2693
9,2695
1,2696
3,2696
1,2697
3,2697
15,2697
1,2698
3,2698
15,2698
1,2699
3,2699
5,2699
6,2699
11,2699
14,2699
15,2699
22,2699
24,2699
1,2700
3,2700
5,2700
6,2700
11,2700
14,2700
15,2700
22,2700
24,2700
9,2701
23,2701
9,2702
23,2702
9,2703
23,2703
9,2704
23,2704
9,2705
23,2705
1,2706
9,2706
23,2706
1,2707
9,2707
23,2707
9,2709
22,2709
9,2710
22,2710
9,2711
22,2711
9,2712
22,2712
21,2713
9,2714
22,2714
23,2714
9,2715
22,2715
23,2715
9,2716
22,2716
23,2716
9,2717
22,2717
23,2717
9,2718
22,2718
23,2718
9,2719
22,2719
23,2719
9,2720
22,2720
23,2720
9,2721
22,2721
23,2721
9,2723
22,2723
23,2723
1,2724
3,2724
5,2724
6,2724
14,2724
15,2724
17,2724
24,2724
1,2725
3,2725
1,2726
3,2726
9,2726
1,2727
5,2727
6,2727
11,2727
15,2727
16,2727
24,2727
22,2728
1,2729
5,2729
6,2729
11,2729
15,2729
16,2729
24,2729
1,2730
5,2730
6,2730
11,2730
15,2730
16,2730
24,2730
1,2731
5,2731
6,2731
11,2731
15,2731
16,2731
24,2731
1,2732
5,2732
6,2732
11,2732
15,2732
16,2732
24,2732
6,2733
1,2734
2,2734
3,2734
6,2734
15,2734
24,2734
9,2735
23,2735
9,2736
23,2736
9,2737
23,2737
9,2738
23,2738
9,2739
23,2739
9,2740
23,2740
9,2741
23,2741
9,2742
23,2742
9,2743
23,2743
1,2744
3,2744
15,2744
9,2745
1,2746
3,2746
15,2746
22,2746
9,2747
1,2748
3,2748
1,2749
3,2749
9,2750
9,2751
23,2752
1,2753
3,2753
5,2753
1,2754
3,2754
5,2754
2,2755
9,2755
9,2758
21,2759
1,2760
3,2760
5,2760
6,2760
14,2760
15,2760
22,2760
1,2761
3,2761
5,2761
6,2761
14,2761
15,2761
22,2761
1,2762
3,2762
5,2762
6,2762
14,2762
15,2762
22,2762
1,2763
3,2763
5,2763
6,2763
14,2763
15,2763
22,2763
1,2764
3,2764
5,2764
6,2764
14,2764
15,2764
22,2764
1,2765
3,2765
5,2765
6,2765
14,2765
15,2765
22,2765
9,2767
22,2767
9,2768
22,2768
9,2769
22,2769
9,2770
22,2770
9,2771
22,2771
9,2772
22,2772
9,2773
22,2773
1,2774
3,2774
5,2774
1,2778
3,2778
5,2778
1,2779
3,2779
5,2779
5,2780
9,2781
1,2782
1,2783
2,2783
3,2783
6,2783
14,2783
17,2783
24,2783
9,2784
22,2784
1,2785
3,2785
5,2785
6,2785
9,2785
11,2785
14,2785
15,2785
22,2785
24,2785
1,2786
2,2786
3,2786
5,2786
6,2786
11,2786
14,2786
15,2786
17,2786
21,2786
22,2786
24,2786
9,2787
9,2788
9,2790
9,2792
22,2792
23,2792
9,2793
22,2793
23,2793
9,2794
22,2794
23,2794
9,2795
22,2795
23,2795
9,2796
22,2796
23,2796
9,2797
22,2797
23,2797
9,2798
22,2798
23,2798
9,2799
9,2800
9,2801
9,2802
9,2803
9,2804
9,2805
